lspcid	name	members
4255	FENCLONINE	CAS:14173-39-8|CHEBI:CHEBI:110187|CHEBI:CHEBI:47069|CHEMBL:CHEMBL1256351|CHEMBL:CHEMBL1355710|CHEMBL:CHEMBL412813|PUBCHEM:4652|PUBCHEM:736190
4260	3-methyl-4-(pyrrolidin-1-yl)aniline hydrochloride	CHEMBL:CHEMBL1432963|CHEMBL:CHEMBL1620786
4270	CLOFIBRIC ACID	CAS:14613-01-5|CAS:882-09-7|CHEBI:CHEBI:31194|CHEBI:CHEBI:34648|CHEMBL:CHEMBL2106625|CHEMBL:CHEMBL2106803|CHEMBL:CHEMBL3392241|CHEMBL:CHEMBL3833336|CHEMBL:CHEMBL683|DRUGBANK:DB13780|MESH:D002995|PUBCHEM:16683028|PUBCHEM:2797
4282	TX-1918	CHEMBL:CHEMBL437612|HMS-LINCS:10474|PUBCHEM:6419746
4307	CAFFEINE	CAS:58-08-2|CHEBI:CHEBI:27732|CHEMBL:CHEMBL113|CHEMBL:CHEMBL1200569|DRUGBANK:DB00201|HMDB:HMDB0001847|MESH:D002110|PUBCHEM:2519
4311	Alpha-Guanidinoglutaric Acid	CHEBI:CHEBI:7246|CHEMBL:CHEMBL1256283|CHEMBL:CHEMBL1396356|PUBCHEM:135313
4312	6-Hydroxy-DL-DOPA	CAS:21373-30-8|CAS:27244-64-0|CHEBI:CHEBI:20725|CHEBI:CHEBI:72753|CHEMBL:CHEMBL109037|CHEMBL:CHEMBL1256516|PUBCHEM:107794|PUBCHEM:33755
4389	SULFACETAMIDE	CAS:144-80-9|CHEBI:CHEBI:63845|CHEMBL:CHEMBL1723241|DRUGBANK:DB00634|HMDB:HMDB0014772|HMS-LINCS:10759|MESH:D013409|PUBCHEM:5320
4392	OBIDOXIME	CHEMBL:CHEMBL291233|CHEMBL:CHEMBL451635|CHEMBL:CHEMBL590824|DRUGBANK:DB13750
4426	MPEP	CAS:219911-35-0|CHEBI:CHEBI:64158|CHEBI:CHEBI:64159|CHEMBL:CHEMBL1255868|CHEMBL:CHEMBL1788108|CHEMBL:CHEMBL66654|HMS-LINCS:11531|PUBCHEM:3025961|PUBCHEM:9794588
4452	Gly-Leu	CAS:869-19-2|CHEBI:CHEBI:143163|CHEMBL:CHEMBL53813|CHEMBL:CHEMBL56119|HMDB:HMDB0000759|PUBCHEM:1548899
4470	SULFOSALICYLIC	CAS:97-05-2|CHEBI:CHEBI:68555|CHEMBL:CHEMBL1308853|CHEMBL:CHEMBL2107580|CHEMBL:CHEMBL229241|HMDB:HMDB0011725|PUBCHEM:7322
4471	L-Gulono-1,4-lactone	CAS:2782-07-2|CHEBI:CHEBI:15895|CHEMBL:CHEMBL1328484|CHEMBL:CHEMBL466882|CHEMBL:CHEMBL509311|CHEMBL:CHEMBL610071|HMDB:HMDB0002541|PUBCHEM:97165
4478	2-amino-N-benzylpropanamide hydrochloride	CHEMBL:CHEMBL1829693|CHEMBL:CHEMBL1829694|CHEMBL:CHEMBL318725
4479	N1-(naphthalen-1-yl)ethane-1,2-diamine dihydrochloride	CAS:1465-25-4|CAS:551-09-7|CHEBI:CHEBI:53452|CHEBI:CHEBI:53510|CHEMBL:CHEMBL1214195|CHEMBL:CHEMBL1324314|CHEMBL:CHEMBL1972859|PUBCHEM:14718438|PUBCHEM:15107
4492	2-Benzyl-Cyclohexylamine	CHEMBL:CHEMBL40735|CHEMBL:CHEMBL41191
4502	TERODILINE	CAS:15793-40-5|CAS:7082-21-5|CHEBI:CHEBI:135168|CHEBI:CHEBI:32194|CHEMBL:CHEMBL363295|CHEMBL:CHEMBL539770|DRUGBANK:DB13725|PUBCHEM:23479|PUBCHEM:23480
4524	5-fluoroquinolin-8-ol hydrobromide	CHEMBL:CHEMBL1300410|CHEMBL:CHEMBL3273858
4531	AMINOHIPPURIC ACID	CAS:61-78-9|CHEBI:CHEBI:104011|CHEMBL:CHEMBL1200365|DRUGBANK:DB00345|HMDB:HMDB0001867|HMS-LINCS:11726|MESH:D010130|PUBCHEM:2148
4533	IBOTENIC ACID	CAS:2552-55-8|CHEBI:CHEBI:5854|CHEMBL:CHEMBL284895|CHEMBL:CHEMBL30285|MESH:D007051|PUBCHEM:1233
4551	SJ000296213	CHEMBL:CHEMBL1197894|CHEMBL:CHEMBL3781010|CHEMBL:CHEMBL590887
4565	TOCAINIDE	CAS:41708-72-9|CHEBI:CHEBI:9611|CHEMBL:CHEMBL1200773|CHEMBL:CHEMBL1762|CHEMBL:CHEMBL222944|CHEMBL:CHEMBL3249941|CHEMBL:CHEMBL3249953|CHEMBL:CHEMBL387108|DRUGBANK:DB01056|HMDB:HMDB0015189|MESH:D016677|PUBCHEM:38945
4576	AP-7	CHEMBL:CHEMBL274440|CHEMBL:CHEMBL302783|CHEMBL:CHEMBL502740
4588	2-Benzylidenehydrazinecarboximidamide	CHEMBL:CHEMBL1183425|CHEMBL:CHEMBL296174
4594	4-[Amino(Carboxy)Methyl]Phthalic Acid	CHEMBL:CHEMBL1331443|CHEMBL:CHEMBL143210
4599	CHRYSOIDINE	CAS:495-54-5|CAS:532-82-1|CHEBI:CHEBI:34640|CHEBI:CHEBI:82424|CHEMBL:CHEMBL1524085|CHEMBL:CHEMBL1623562|CHEMBL:CHEMBL1682185|CHEMBL:CHEMBL1739417|PUBCHEM:10317|PUBCHEM:10771
4600	2-hydroxy-3-(pyridin-2-yl)propanoic acid hydrochloride	CHEMBL:CHEMBL1253274|CHEMBL:CHEMBL1741543|CHEMBL:CHEMBL2002672
4623	IQ-1S	CHEMBL:CHEMBL3393601|CHEMBL:CHEMBL3759098
4628	CGP-37849	CHEMBL:CHEMBL189477|CHEMBL:CHEMBL29811
4631	SK-86466	CAS:73943-10-9|CHEBI:CHEBI:8986|CHEMBL:CHEMBL123349|CHEMBL:CHEMBL536803|PUBCHEM:123981
4640	RILMENIDINE	CAS:54187-04-1|CHEBI:CHEBI:8862|CHEMBL:CHEMBL1256674|CHEMBL:CHEMBL289480|DRUGBANK:DB11738|MESH:D000077769|PUBCHEM:68712
4641	spiro[1,3-dioxaindane-2,1'-cyclopentane]-6-amine hydrochloride	CHEMBL:CHEMBL1570045|CHEMBL:CHEMBL1624555
4645	5-bromoquinolin-8-amine hydrochloride	CHEMBL:CHEMBL1453498|CHEMBL:CHEMBL1621046
4657	CLOXYQUIN	CAS:130-16-5|CHEBI:CHEBI:134818|CHEMBL:CHEMBL225164|CHEMBL:CHEMBL3251403|HMS-LINCS:12037|PUBCHEM:2817
4684	(RS)-PPG	CHEMBL:CHEMBL109169|CHEMBL:CHEMBL1512683|CHEMBL:CHEMBL277475
4697	5-[2-(methylsulfanyl)ethyl]imidazolidine-2,4-dione	CHEMBL:CHEMBL1344624|CHEMBL:CHEMBL3274478
4707	ARECOLINE	CAS:63-75-2|CHEBI:CHEBI:2814|CHEMBL:CHEMBL449209|CHEMBL:CHEMBL7303|DRUGBANK:DB04365|HMDB:HMDB0030353|HMS-LINCS:11232|MESH:D001115|PUBCHEM:2230
4716	3-bromo-5-nitropyridin-2-amine	CHEMBL:CHEMBL1420721|CHEMBL:CHEMBL1620027
4733	IBUPROFEN	CAS:15687-27-1|CAS:51146-56-6|CAS:51146-57-7|CHEBI:CHEBI:43415|CHEBI:CHEBI:47835|CHEBI:CHEBI:5855|CHEMBL:CHEMBL1201141|CHEMBL:CHEMBL121313|CHEMBL:CHEMBL175|CHEMBL:CHEMBL1777821|CHEMBL:CHEMBL1778537|CHEMBL:CHEMBL3989408|CHEMBL:CHEMBL427526|CHEMBL:CHEMBL521|DRUGBANK:DB01050|DRUGBANK:DB09213|HMDB:HMDB0001925|HMS-LINCS:10835|MESH:D007052|PUBCHEM:114864|PUBCHEM:3672|PUBCHEM:39912
4735	(2S,3R)-3-amino-2-hydroxy-4-phenylbutanoic acid	CHEMBL:CHEMBL302932|CHEMBL:CHEMBL70899
4760	CHLORZOXAZONE	CAS:95-25-0|CHEBI:CHEBI:3655|CHEMBL:CHEMBL1371|DRUGBANK:DB00356|HMDB:HMDB0014500|HMS-LINCS:12054|MESH:D002753|PUBCHEM:2733
4761	BAS 01118689	CHEMBL:CHEMBL1562024|CHEMBL:CHEMBL21465
4766	PHENACETIN	CAS:62-44-2|CHEBI:CHEBI:8050|CHEMBL:CHEMBL16073|CHEMBL:CHEMBL461346|DRUGBANK:DB03783|HMS-LINCS:11064|MESH:D010615|PUBCHEM:4754
4791	L-Leu-Gly	CAS:686-50-0|CHEBI:CHEBI:133658|CHEBI:CHEBI:73840|CHEMBL:CHEMBL55209|CHEMBL:CHEMBL55711|PUBCHEM:1551342|PUBCHEM:1809010
4817	Dab-Pip	CHEMBL:CHEMBL146450|CHEMBL:CHEMBL147923|CHEMBL:CHEMBL93505
4818	NU-1025	CAS:90417-38-2|CHEBI:CHEBI:75399|CHEMBL:CHEMBL123904|CHEMBL:CHEMBL357933|DRUGBANK:DB02690|PUBCHEM:135398517
4825	TRYPTAMINE	CAS:61-54-1|CHEBI:CHEBI:16765|CHEMBL:CHEMBL1255796|CHEMBL:CHEMBL6640|DRUGBANK:DB08653|HMDB:HMDB0000303|PUBCHEM:1150
4836	PYRAXININE	CHEMBL:CHEMBL3407830|CHEMBL:CHEMBL419966
4841	6-Mercaptopurine	CHEMBL:CHEMBL1495381|CHEMBL:CHEMBL461822
4854	DIDEMETHYLCURCUMIN	CHEMBL:CHEMBL129964|CHEMBL:CHEMBL319488
4870	VORINOSTAT	CAS:149647-78-9|CHEBI:CHEBI:45716|CHEMBL:CHEMBL98|DRUGBANK:DB02546|HMDB:HMDB0015568|HMS-LINCS:10282|LINCS:LSM-3828|MESH:D000077337|PUBCHEM:5311
4873	EDARAVONE	CAS:89-25-8|CHEBI:CHEBI:31530|CHEMBL:CHEMBL290916|DRUGBANK:DB12243|HMDB:HMDB0006240|HMS-LINCS:11488|MESH:D000077553|PUBCHEM:4021
4877	PROPYLTHIOURACIL	CAS:51-52-5|CHEBI:CHEBI:8502|CHEMBL:CHEMBL1518|DRUGBANK:DB00550|HMDB:HMDB0014690|HMS-LINCS:10999|MESH:D011441|PUBCHEM:657298
4907	METAPROTERENOL	CHEBI:CHEBI:6792|CHEBI:CHEBI:83330|CHEMBL:CHEMBL1160709|CHEMBL:CHEMBL1568057|CHEMBL:CHEMBL2164775|CHEMBL:CHEMBL776|DRUGBANK:DB00816|HMDB:HMDB0014954|PUBCHEM:4086|PUBCHEM:6603919
4928	(S)-3-Hydroxyphenylglycine	CHEMBL:CHEMBL442347|CHEMBL:CHEMBL88124
4933	1-phenyl-2-(pyridin-2-yl)ethan-1-one	CHEMBL:CHEMBL1603874|CHEMBL:CHEMBL172419
4937	Sodium(S)-Proline Dithiocarbamate	CHEMBL:CHEMBL2023730|CHEMBL:CHEMBL2027951
4944	o-vanillin	CAS:148-53-8|CHEBI:CHEBI:78339|CHEMBL:CHEMBL13859|CHEMBL:CHEMBL1965284|PUBCHEM:8991
4954	SK-64139	CAS:61563-24-4|CHEBI:CHEBI:160129|CHEMBL:CHEMBL287837|CHEMBL:CHEMBL541797|DRUGBANK:DB08550|PUBCHEM:123920
4976	PTEROSTILBENE	CAS:537-42-8|CHEBI:CHEBI:8630|CHEMBL:CHEMBL83527|CHEMBL:CHEMBL87712|HMDB:HMDB0130987|PUBCHEM:5281727
4985	[2-(trifluoromethyl)pyridin-4-yl]methanamine	CHEMBL:CHEMBL4066637|CHEMBL:CHEMBL4096085
4994	4,6-dichloro-1H-indole-2-carboxylic acid	CHEMBL:CHEMBL168924|CHEMBL:CHEMBL301556
5005	HEXYLRESORCINOL	CAS:136-77-6|CHEBI:CHEBI:93749|CHEMBL:CHEMBL1201038|CHEMBL:CHEMBL443605|DRUGBANK:DB11254|PUBCHEM:3610
5007	CANAVANINE	CAS:2219-31-0|CAS:543-38-4|CHEBI:CHEBI:405237|CHEBI:CHEBI:78901|CHEMBL:CHEMBL1551643|CHEMBL:CHEMBL1741898|CHEMBL:CHEMBL182461|CHEMBL:CHEMBL443732|DRUGBANK:DB01833|HMDB:HMDB0002706|MESH:D002172|PUBCHEM:11957500|PUBCHEM:439202
5020	GALLAMINE	CAS:153-76-4|CHEBI:CHEBI:94609|CHEMBL:CHEMBL1200993|CHEMBL:CHEMBL360055|DRUGBANK:DB00483|HMS-LINCS:11090|PUBCHEM:3450
5041	PLERIXAFOR	CAS:110078-46-1|CHEBI:CHEBI:125354|CHEMBL:CHEMBL1788331|CHEMBL:CHEMBL18442|CHEMBL:CHEMBL2088494|CHEMBL:CHEMBL2311028|CHEMBL:CHEMBL2311089|CHEMBL:CHEMBL2373140|DRUGBANK:DB06809|HMS-LINCS:11926|PUBCHEM:65015
5052	SP-600125	CAS:129-56-6|CHEBI:CHEBI:90695|CHEMBL:CHEMBL1725279|CHEMBL:CHEMBL1892397|CHEMBL:CHEMBL7064|DRUGBANK:DB01782|HMS-LINCS:10162|LINCS:LSM-1163|PUBCHEM:8515
5053	OXOTREMORINE	CAS:70-22-4|CHEBI:CHEBI:7851|CHEMBL:CHEMBL1256711|CHEMBL:CHEMBL1551988|CHEMBL:CHEMBL7634|MESH:D010095|PUBCHEM:4630
5065	DIHOMO-GAMMA-LINOLENIC ACID	CAS:1783-84-2|CHEBI:CHEBI:53486|CHEMBL:CHEMBL3274189|CHEMBL:CHEMBL465183|DRUGBANK:DB00154|HMDB:HMDB0002925|MESH:D015126|PUBCHEM:5280581
5116	N'1,N'2-Bis(2-Hydroxybenzylidene)Oxalohydrazide	CHEMBL:CHEMBL1701602|CHEMBL:CHEMBL46666
5120	CNCB2 Analog_Enamine_Z44548978	CHEMBL:CHEMBL1161355|CHEMBL:CHEMBL221778|CHEMBL:CHEMBL221779
5139	Ro-166491	CHEBI:CHEBI:92783|CHEMBL:CHEMBL1256177|CHEMBL:CHEMBL338404|PUBCHEM:4289
5141	DICHLOROPHENOL INDOPHENOL	CAS:620-45-1|CAS:956-48-9|CHEBI:CHEBI:27451|CHEBI:CHEBI:948|CHEMBL:CHEMBL1476089|CHEMBL:CHEMBL1480247|CHEMBL:CHEMBL500871|MESH:D015086|PUBCHEM:13726|PUBCHEM:23697355
5176	PHENYLEPHRINE	CAS:59-42-7|CHEBI:CHEBI:8093|CHEMBL:CHEMBL1200339|CHEMBL:CHEMBL1433647|CHEMBL:CHEMBL2062264|CHEMBL:CHEMBL31457|DRUGBANK:DB00388|HMDB:HMDB0002182|HMS-LINCS:11213|MESH:D010656|PUBCHEM:6041
5178	DIMINAZENE	CAS:536-71-0|CHEBI:CHEBI:81724|CHEMBL:CHEMBL124025|CHEMBL:CHEMBL380216|DRUGBANK:DB03608|HMS-LINCS:12041|MESH:D004133|PUBCHEM:2354
5181	ARGININE	CAS:1119-34-2|CAS:157-06-2|CAS:30097-06-4|CAS:4320-30-3|CAS:74-79-3|CHEBI:CHEBI:134811|CHEBI:CHEBI:15816|CHEBI:CHEBI:16467|CHEBI:CHEBI:31234|CHEBI:CHEBI:31235|CHEMBL:CHEMBL1200381|CHEMBL:CHEMBL1485|CHEMBL:CHEMBL2064047|CHEMBL:CHEMBL2104514|CHEMBL:CHEMBL212301|CHEMBL:CHEMBL3707384|DRUGBANK:DB00125|DRUGBANK:DB04027|DRUGBANK:DB13207|DRUGBANK:DB13748|HMDB:HMDB0000517|HMDB:HMDB0003416|PUBCHEM:165268|PUBCHEM:6322|PUBCHEM:66250|PUBCHEM:71070|PUBCHEM:72150
5193	MIRISTALKONIUM	CHEMBL:CHEMBL112719|CHEMBL:CHEMBL1180074|CHEMBL:CHEMBL1473396|CHEMBL:CHEMBL2361574|CHEMBL:CHEMBL421049|DRUGBANK:DB13774
5203	S-(4-Carboxybenzyl)Isothiourea HCl	CHEMBL:CHEMBL1224397|CHEMBL:CHEMBL1229108
5204	4-Chlorophenethyl Carbamimidothioate	CHEMBL:CHEMBL1224487|CHEMBL:CHEMBL1229062
5222	DEBRISOQUIN	CAS:1131-64-2|CHEBI:CHEBI:34665|CHEMBL:CHEMBL1255735|CHEMBL:CHEMBL1593558|CHEMBL:CHEMBL3527581|CHEMBL:CHEMBL433295|DRUGBANK:DB04840|HMDB:HMDB0006543|MESH:D003647|PUBCHEM:25058186
5248	(+/-)-1-methylnorweberine	CHEMBL:CHEMBL1193723|CHEMBL:CHEMBL545179
5249	4-Tert-Butylbenzyl Carbamimidothioate Hydrobromide	CHEMBL:CHEMBL1224392|CHEMBL:CHEMBL1229103
5271	2'-HYDROXYCHALCONE	CAS:888-12-0|CHEBI:CHEBI:27916|CHEMBL:CHEMBL1355732|CHEMBL:CHEMBL1867065|CHEMBL:CHEMBL1914594|CHEMBL:CHEMBL32147|PUBCHEM:638276
5306	5-benzylimidazolidine-2,4-dione	CHEMBL:CHEMBL1230407|CHEMBL:CHEMBL1914996|CHEMBL:CHEMBL1958118
5321	SNAP (S-NITROSO-N-ACETYLPENICILLAMINE)	CAS:79032-48-7|CHEBI:CHEBI:77702|CHEMBL:CHEMBL27308|CHEMBL:CHEMBL347940|CHEMBL:CHEMBL73188|MESH:D026423|PUBCHEM:6603945
5341	N1-(4-nitrophenyl)ethane-1,2-diamine	CHEMBL:CHEMBL1382478|CHEMBL:CHEMBL1619206
5366	HYDRALAZINE	CAS:304-20-1|CAS:86-54-4|CHEBI:CHEBI:31672|CHEBI:CHEBI:5775|CHEMBL:CHEMBL276832|CHEMBL:CHEMBL542541|DRUGBANK:DB01275|HMDB:HMDB0015400|HMS-LINCS:11712|MESH:D006830|PUBCHEM:3637
5367	CHLOROXINE	CAS:773-76-2|CHEBI:CHEBI:59477|CHEMBL:CHEMBL1200596|CHEMBL:CHEMBL3833358|DRUGBANK:DB01243|HMDB:HMDB0015373|HMS-LINCS:11910|PUBCHEM:2722
5370	EMODIN	CAS:518-82-1|CHEBI:CHEBI:42223|CHEMBL:CHEMBL289277|DRUGBANK:DB07715|HMDB:HMDB0035214|HMS-LINCS:11500|MESH:D004642|PUBCHEM:3220
5373	alpha-CYANO-4-HYDROXYCINNAMIC ACID	CAS:28166-41-8|CHEBI:CHEBI:64340|CHEMBL:CHEMBL1885958|CHEMBL:CHEMBL1889713|CHEMBL:CHEMBL3965817|CHEMBL:CHEMBL76602|PUBCHEM:5328791
5392	2-Chlorobenzyl Carbamimidothioate	CHEBI:CHEBI:103897|CHEMBL:CHEMBL1224310|CHEMBL:CHEMBL1229095|PUBCHEM:199162
5393	S-(4-Trifluoromethylbenzyl)Isothiourea HCl	CHEMBL:CHEMBL1224393|CHEMBL:CHEMBL1229104
5394	CHLOROPHENYLPIPERAZINE	CAS:6640-24-0|CHEBI:CHEBI:10588|CHEMBL:CHEMBL1256029|CHEMBL:CHEMBL1256321|CHEMBL:CHEMBL478|DRUGBANK:DB12110|HMDB:HMDB0061008|PUBCHEM:1355
5419	SPARFOSATE	CHEMBL:CHEMBL37681|CHEMBL:CHEMBL3989657|CHEMBL:CHEMBL504802|DRUGBANK:DB03459
5432	2,4-dichloro-5-sulfamoylbenzoic acid	CHEMBL:CHEMBL120886|CHEMBL:CHEMBL590825
5457	DOCOSAPENTAENOIC ACID	CAS:24880-45-3|CHEBI:CHEBI:53488|CHEMBL:CHEMBL3137327|CHEMBL:CHEMBL496634|HMDB:HMDB0006528|PUBCHEM:5497182
5467	LINOLEIC ACID	CAS:60-33-3|CHEBI:CHEBI:17351|CHEMBL:CHEMBL267476|CHEMBL:CHEMBL3122088|CHEMBL:CHEMBL571449|DRUGBANK:DB14104|HMDB:HMDB0000673|PUBCHEM:5280450
5476	GUANINE	CAS:73-40-5|CHEBI:CHEBI:16235|CHEMBL:CHEMBL141183|CHEMBL:CHEMBL1906087|CHEMBL:CHEMBL2028459|CHEMBL:CHEMBL219568|DRUGBANK:DB02377|HMDB:HMDB0000132|MESH:D006147|PUBCHEM:135398634
5504	2-(3-Benzoylphenyl)Acetic Acid	CHEMBL:CHEMBL138923|CHEMBL:CHEMBL561718
5520	N1-(4-methoxyphenyl)benzene-1,2-diamine	CHEMBL:CHEMBL1597345|CHEMBL:CHEMBL1625632
5557	S-(4-Cyanobenzyl)Isothiourea Hydrobromide	CHEMBL:CHEMBL1224395|CHEMBL:CHEMBL1229106
5559	5-amino-1,3-diethyl-2,3-dihydro-1H-1,3-benzodiazol-2-one	CHEMBL:CHEMBL1466601|CHEMBL:CHEMBL1621323
5562	4-(methylsulfanyl)-7H-pyrrolo[2,3-d]pyrimidine	CHEMBL:CHEMBL1865455|CHEMBL:CHEMBL538900
5571	3-methyl-1,2,3,4-tetrahydroquinoxalin-2-one	CHEMBL:CHEMBL3818285|CHEMBL:CHEMBL3916997
5591	S-(4-Isopropylbenzyl)Isothiourea Hydrobromide	CHEMBL:CHEMBL1224391|CHEMBL:CHEMBL1229102
5657	S-(4-Methoxybenzyl)Isothiourea HCl	CHEMBL:CHEMBL1224394|CHEMBL:CHEMBL1229105
5658	TERBUTALINE	CAS:23031-25-6|CAS:23031-32-5|CHEBI:CHEBI:9449|CHEBI:CHEBI:9450|CHEMBL:CHEMBL1160544|CHEMBL:CHEMBL1315867|CHEMBL:CHEMBL1760|CHEMBL:CHEMBL356716|DRUGBANK:DB00871|HMDB:HMDB0015009|HMS-LINCS:10802|MESH:D013726|PUBCHEM:441334|PUBCHEM:5403
5689	IPRONIAZID	CAS:54-92-2|CHEBI:CHEBI:5958|CHEMBL:CHEMBL1256361|CHEMBL:CHEMBL1534878|CHEMBL:CHEMBL92401|DRUGBANK:DB04818|MESH:D007490|PUBCHEM:3748
5735	LINOLENIC ACID	CAS:463-40-1|CHEBI:CHEBI:165492|CHEBI:CHEBI:27432|CHEMBL:CHEMBL3122087|CHEMBL:CHEMBL3560296|CHEMBL:CHEMBL8739|DRUGBANK:DB00132|HMDB:HMDB0001388|PUBCHEM:5280934|PUBCHEM:5282822
5741	Gly-Ile	CAS:19461-38-2|CHEBI:CHEBI:73907|CHEMBL:CHEMBL328909|CHEMBL:CHEMBL55433|PUBCHEM:88079
5762	D-501	CHEMBL:CHEMBL150755|CHEMBL:CHEMBL1700548
5772	INAMRINONE	CAS:60719-84-8|CHEBI:CHEBI:2686|CHEMBL:CHEMBL12856|CHEMBL:CHEMBL2096642|DRUGBANK:DB01427|HMDB:HMDB0015496|MESH:D000676|PUBCHEM:3698
5776	methyl 4-(4-methylphenyl)-2,4-dioxobutanoate	CHEMBL:CHEMBL1392694|CHEMBL:CHEMBL3198381
5783	THIOGUANINE	CAS:154-42-7|CHEBI:CHEBI:9555|CHEMBL:CHEMBL727|DRUGBANK:DB00352|HMDB:HMDB0014496|HMS-LINCS:11649|MESH:D013866|PUBCHEM:2723601
5786	ATHRAQUINONES A	CAS:72-48-0|CHEBI:CHEBI:16866|CHEMBL:CHEMBL55814|HMS-LINCS:11822|PUBCHEM:6293
5825	MYOSMINE	CAS:532-12-7|CHEBI:CHEBI:7051|CHEMBL:CHEMBL2286829|CHEMBL:CHEMBL423429|PUBCHEM:442649
5856	2-hydrazinyl-4-phenyl-1,3-thiazole	CHEBI:CHEBI:103947|CHEMBL:CHEMBL1526866|CHEMBL:CHEMBL82154|PUBCHEM:98613
5864	SALSOLINOL HYDROBROMIDE	CAS:27740-96-1|CAS:525-72-4|CHEBI:CHEBI:113|CHEBI:CHEBI:88801|CHEMBL:CHEMBL1193327|CHEMBL:CHEMBL1195032|CHEMBL:CHEMBL3230507|CHEMBL:CHEMBL416732|CHEMBL:CHEMBL544715|CHEMBL:CHEMBL553751|HMDB:HMDB0042012|PUBCHEM:54456|PUBCHEM:91588
5868	DEZAGUANINE	CHEMBL:CHEMBL2106305|CHEMBL:CHEMBL31882
5869	N-phenylthiophene-2-carboximidamide	CHEMBL:CHEMBL33240|CHEMBL:CHEMBL541555
5909	ZOLEDRONIC ACID	CAS:118072-93-8|CHEBI:CHEBI:46557|CHEMBL:CHEMBL2103912|CHEMBL:CHEMBL3989655|CHEMBL:CHEMBL924|DRUGBANK:DB00399|HMDB:HMDB0014543|HMS-LINCS:11848|PUBCHEM:68740
5926	PHENDIMETRAZINE	CAS:634-03-7|CHEBI:CHEBI:8059|CHEMBL:CHEMBL1615439|CHEMBL:CHEMBL1744|CHEMBL:CHEMBL2062163|DRUGBANK:DB01579|PUBCHEM:30487
5978	LAPACHOL	CAS:84-79-7|CHEBI:CHEBI:6377|CHEMBL:CHEMBL15193|CHEMBL:CHEMBL2028401|CHEMBL:CHEMBL62718|PUBCHEM:3884
5990	HARMAN	CAS:486-84-0|CHEBI:CHEBI:5623|CHEMBL:CHEMBL12014|CHEMBL:CHEMBL326237|CHEMBL:CHEMBL510348|HMDB:HMDB0035196|HMS-LINCS:10634|PUBCHEM:5281404
6007	DIOTYROSINE	CAS:300-39-0|CHEBI:CHEBI:15768|CHEMBL:CHEMBL1236469|CHEMBL:CHEMBL15557|CHEMBL:CHEMBL2003070|CHEMBL:CHEMBL2104305|CHEMBL:CHEMBL2146096|DRUGBANK:DB03374|HMDB:HMDB0003474|PUBCHEM:9305
6008	DIPROPYLDOPAMINE HYDROBROMIDE	CHEBI:CHEBI:93446|CHEMBL:CHEMBL1255747|CHEMBL:CHEMBL15564|CHEMBL:CHEMBL3245858|PUBCHEM:3106
6022	HEXAMETHYL PARAROSANILINE	CAS:548-62-9|CAS:7438-46-2|CHEBI:CHEBI:41688|CHEBI:CHEBI:77181|CHEMBL:CHEMBL1790020|CHEMBL:CHEMBL1852770|CHEMBL:CHEMBL459265|CHEMBL:CHEMBL64894|DRUGBANK:DB00406|HMDB:HMDB0014550|HMS-LINCS:11138|MESH:D005840|PUBCHEM:11057|PUBCHEM:3468
6050	(S)-4-Carboxy-3-hydroxyphenylglycine	CHEBI:CHEBI:93904|CHEMBL:CHEMBL1357932|CHEMBL:CHEMBL39372|CHEMBL:CHEMBL444589|PUBCHEM:1297
6052	TYRPHOSTIN A9	CAS:10537-47-0|CHEBI:CHEBI:82168|CHEMBL:CHEMBL78150|HMS-LINCS:10808|PUBCHEM:5614
6056	(R)-3-Carboxy-4-hydroxyphenylglycine	CHEMBL:CHEMBL128772|CHEMBL:CHEMBL1513845
6069	(Tricyclo[5.2.1.0~2,6~]Dec-8-Yloxy)Carbonothioylsulfide	CHEBI:CHEBI:94441|CHEMBL:CHEMBL1161894|CHEMBL:CHEMBL1255745|CHEMBL:CHEMBL1491340|CHEMBL:CHEMBL1618172|CHEMBL:CHEMBL1622562|CHEMBL:CHEMBL3613997|CHEMBL:CHEMBL3614070|CHEMBL:CHEMBL404954|PUBCHEM:2941
6075	ROSAMINE	CHEBI:CHEBI:45358|CHEBI:CHEBI:72443|CHEMBL:CHEMBL1235717|CHEMBL:CHEMBL2203445|PUBCHEM:2762680|PUBCHEM:2762681
6088	BACLOFEN	CAS:1134-47-0|CHEBI:CHEBI:2972|CHEMBL:CHEMBL1897150|CHEMBL:CHEMBL301742|CHEMBL:CHEMBL302213|CHEMBL:CHEMBL701|DRUGBANK:DB00181|DRUGBANK:DB08891|DRUGBANK:DB12098|HMDB:HMDB0014327|MESH:D001418|PUBCHEM:2284
6108	2,4-DICHLOROPHENOXYACETIC ACID	CAS:94-75-7|CHEBI:CHEBI:28854|CHEMBL:CHEMBL1560250|CHEMBL:CHEMBL1877283|CHEMBL:CHEMBL2271245|CHEMBL:CHEMBL2287044|CHEMBL:CHEMBL3561299|CHEMBL:CHEMBL367623|HMDB:HMDB0041797|MESH:D015084|PUBCHEM:1486
